Tiempo(ms),RPM,pwm
14908,0.0,2937
14912,0.0,2937
14916,0.0,2937
14920,0.0,2937
14924,0.0,2937
14928,0.0,2937
14932,0.0,2937
14936,0.0,2937
14940,0.0,2937
14944,0.0,2937
14948,0.0,2937
14952,0.0,2937
14956,0.0,2937
14960,0.0,2937
14964,0.0,2937
14968,0.0,2937
14972,0.0,2937
14976,0.0,2937
14980,0.0,2937
14984,0.0,2937
14988,0.0,2937
14992,0.0,2937
14996,0.0,2937
15000,0.0,2937
15004,0.0,2937
15008,0.0,2937
15012,0.0,2937
15016,0.0,2937
15020,0.0,2937
15024,0.0,2937
15028,0.0,2937
15032,0.0,2937
15036,0.0,2937
15040,0.0,2937
15044,0.0,2937
15048,0.0,2937
15052,0.0,2937
15056,0.0,2937
15060,0.0,2937
15064,0.0,2937
15068,0.0,2937
15072,0.0,2937
15076,0.0,2937
15080,0.0,2937
15084,0.0,2937
15088,0.0,2937
15092,0.0,2937
15096,0.0,2937
15100,0.0,2937
15104,0.0,2937
15108,0.0,2937
15112,0.0,2937
15116,0.0,2937
15120,0.0,2937
15124,0.0,2937
15128,0.0,2937
15132,0.0,2937
15136,0.0,2937
15140,0.0,2937
15144,0.0,2937
15148,0.0,2937
15152,0.0,2937
15156,0.0,2937
15160,0.0,2937
15164,0.0,2937
15168,0.0,2937
15172,0.0,2937
15176,0.0,2937
15180,0.0,2937
15184,0.0,2937
15188,0.0,2937
15192,0.0,2937
15196,0.0,2937
15200,0.0,2937
15204,0.0,2937
15208,0.0,2937
15212,0.0,2937
15216,0.0,2937
15220,0.0,2937
15224,0.0,2937
15228,0.0,2937
15232,0.0,2937
15236,0.0,2937
15240,0.0,2937
15244,0.0,2937
15248,0.0,2937
15252,0.0,2937
15256,0.0,2937
15260,0.0,2937
15264,0.0,2937
15268,0.0,2937
15272,0.0,2937
15276,0.0,2937
15280,0.0,2937
15284,0.0,2937
15288,0.0,2937
15292,0.0,2937
15296,0.0,2937
15300,0.0,2937
15304,0.0,2937
15308,0.0,2937
15312,0.0,2937
15316,0.0,2937
15320,0.0,2937
15324,0.0,2937
15328,0.0,2937
15332,0.0,2937
15336,0.0,2937
15340,0.0,2937
15344,0.0,2937
15348,0.0,2937
15352,0.0,2937
15356,0.0,2937
15360,0.0,2937
15364,0.0,2937
15368,0.0,2937
15372,0.0,2937
15376,0.0,2937
15380,0.0,2937
15384,0.0,2937
15388,0.0,2937
15392,0.0,2937
15396,0.0,2937
15400,0.0,2937
15404,0.0,2937
15408,0.0,2937
15412,0.0,2937
15416,0.0,2937
15420,0.0,2937
15424,0.0,2937
15428,0.0,2937
15432,0.0,2937
15436,0.0,2937
15440,0.0,2937
15444,0.0,2937
15448,0.0,2937
15452,0.0,2937
15456,0.0,2937
15460,0.0,2937
15464,0.0,2937
15468,0.0,2937
15472,0.0,2937
15476,0.0,2937
15480,0.0,2937
15484,0.0,2937
15488,0.0,2937
15492,0.0,2937
15496,0.0,2937
15500,0.0,2937
15504,0.0,2937
15508,0.0,2937
15512,0.0,2937
15516,0.0,2937
15520,0.0,2937
15524,0.0,2937
15528,0.0,2937
15532,0.0,2937
15536,0.0,2937
15540,0.0,2937
15544,0.0,2937
15548,0.0,2937
15552,0.0,2937
15556,0.0,2937
15560,0.0,2937
15564,0.0,2937
15568,0.0,2937
15572,0.0,2937
15576,0.0,2937
15580,0.0,2937
15584,0.0,2937
15588,0.0,2937
15592,0.0,2937
15596,0.0,2937
15600,0.0,2937
15604,0.0,2937
15608,0.0,2937
15612,0.0,2937
15616,0.0,2937
15620,0.0,2937
15624,0.0,2937
15628,0.0,2937
15632,0.0,2937
15636,0.0,2937
15640,0.0,2937
15644,0.0,2937
15648,0.0,2937
15652,0.0,2937
15656,0.0,2937
15660,0.0,2937
15664,0.0,2937
15668,0.0,2937
15672,0.0,2937
15676,0.0,2937
15680,0.0,2937
15684,0.0,2937
15688,0.0,2937
15692,0.0,2937
15696,0.0,2937
15700,0.0,2937
15704,0.0,2937
15708,0.0,2937
15712,0.0,2937
15716,0.0,2937
15720,0.0,2937
15724,0.0,2937
15728,0.0,2937
15732,0.0,2937
15736,0.0,2937
15740,0.0,2937
15744,0.0,2937
15748,0.0,2937
15752,0.0,2937
15756,0.0,2937
15760,0.0,2937
15764,0.0,2937
15768,0.0,2937
15772,0.0,2937
15776,0.0,2937
15780,0.0,2937
15784,0.0,2937
15788,0.0,2937
15792,0.0,2937
15796,0.0,2937
15800,0.0,2937
15804,0.0,2937
15808,0.0,2937
15812,0.0,2937
15816,0.0,2937
15820,0.0,2937
15824,0.0,2937
15828,0.0,2937
15832,0.0,2937
15836,0.0,2937
15840,0.0,2937
15844,0.0,2937
15848,0.0,2937
15852,0.0,2937
